KALINLIKID;KUMASCINSIID;IPLIKCINSIID;LYCRATIPIID;LYCRA;OZELLIKID;SIPARISKILO;SIPARISMETRE;PUS;FEINE;TUPACIKENMAYLI;ILAVEISLEMLER;ISLEMGRUBUID;BASKITIPIID;GRAMAJ;SIPARISPROSESID;PROSESID;RECETETURUID;LABRECETEGRUPID;LABRENKGRUPID;USTASAMAID;RENKDERINLIGIID;ICTAMIRVAR;PARTIACILISTARIHI;PARTIILKSEVKTARIHI;TERMINTARIHI
;216;;;0;;0;967;;;;;1;;;4;4;1;3;1;7;99;1;28.03.2022;11.04.2022;14
39;6;36;;0;;702;0;;;;ENZİM, SİLİKON, ŞARDON;1;;230;505;505;44;2;5;126;99;1;8.09.2021;3.10.2021;25
;317;;;0;;0;68;;;0;;3;;250;126;126;38;3;1;78;99;0;2.09.2021;8.09.2021;6
;317;;;0;;0;68;;;;;3;;250;269;269;43;3;1;121;99;0;2.09.2021;8.09.2021;6
;317;;;0;;0;15;;;;;1;19;265;136;136;;;;;99;0;10.07.2021;15.09.2021;67
;317;;;0;;0;2228;;;;;3;;;151;151;38;3;1;78;99;0;25.08.2021;2.09.2021;8
;317;;;0;;0;4457;;;0;;3;;;151;151;38;3;1;78;99;0;25.08.2021;27.09.2021;33
;317;;;0;;0;1300;;;;;3;;;13;13;38;3;1;78;99;0;2.09.2021;8.09.2021;6
;317;;;0;;0;2384;;;;;3;;;151;151;38;3;1;78;99;0;25.08.2021;2.09.2021;8
;317;;;0;;0;63;;;;;3;;;269;269;43;3;1;121;99;0;26.08.2021;7.09.2021;12
;317;;;0;;0;2160;;;;;1;;200;285;285;1;3;3;7;99;1;26.08.2021;1.09.2021;6
;317;;;0;;0;10150;;;0;;3;1;;173;173;;;;;99;0;26.08.2021;10.09.2021;15
;317;;;0;;0;450;;;0;;1;19;330;137;137;;;;;99;1;26.08.2021;11.09.2021;16
;317;;;0;;0;64;;;0;;3;;;126;126;38;3;1;78;99;0;26.08.2021;6.09.2021;11
;317;;;0;;0;61;;;;;3;;;126;126;38;3;1;78;99;1;26.08.2021;15.09.2021;20
;317;;;0;;0;60;;;;;3;;;269;269;43;3;1;121;99;0;26.08.2021;3.09.2021;8
;317;;;0;;0;25;;;0;;3;19;;203;203;;;;;99;0;26.08.2021;2.09.2021;7
;935;;;0;;0;20;;;0;;1;4;;41;41;;;;;99;0;24.03.2022;29.03.2022;5
63;7;77;;0;60;85;0;;;0;;1;;250;502;502;47;2;5;126;99;0;25.03.2022;21.04.2022;27
;182;;;0;;0;45;;;0;;0;19;;136;136;17;3;1;13;99;0;5.11.2021;1.04.2022;147
;317;;;0;;0;7187;;;0;;1;;230;125;125;20;3;5;76;99;1;26.08.2021;5.10.2021;40
63;7;77;;0;60;114;0;;;;;1;;250;502;502;47;2;3;126;99;0;25.03.2022;7.04.2022;13
;216;;;0;;0;967;;;;;1;;;4;4;1;3;1;7;99;1;28.03.2022;11.04.2022;14
;1.879;;;0;;0;60;;;0;;1;;150;111;112;;;;;99;0;26.08.2021;7.09.2021;12
;2.486;;;0;;0;2;;;0;;1;19;;203;203;;;;;99;0;24.03.2022;1.04.2022;8
;2.486;;;0;;0;2;;;;;1;19;;203;203;;;;;99;0;24.03.2022;1.04.2022;8
;2.486;;;0;;0;3;;;;;1;19;;203;203;;;;;99;0;24.03.2022;1.04.2022;8
;1.879;;;0;;0;41;;;;;3;;150;29;29;38;3;1;78;99;0;26.08.2021;3.09.2021;8
;2.952;;;0;;0;20;;;0;;3;1;;24;24;;;;;99;0;26.08.2021;2.09.2021;7
;2.486;;;0;;0;3;;;;;1;19;;203;203;;;;;99;0;24.03.2022;1.04.2022;8
;317;;;0;;0;50;;;;;1;19;350;136;136;;;;;99;0;21.08.2021;1.09.2021;11
;317;;;0;;0;20;;;0;;3;2;;153;153;;;;;99;0;7.07.2021;28.08.2021;52
;317;;;0;;0;20;;;;;3;2;;153;153;;;;;99;0;7.07.2021;31.08.2021;55
;317;;;0;;0;300;;;0;;6;;;277;277;1;3;9;7;99;0;26.08.2021;3.09.2021;8
;317;;;0;;0;1100;;;0;;3;19;;203;203;;;;;99;0;26.08.2021;3.09.2021;8
;317;;;0;;0;1248;;;0;;1;2;;191;191;;;;;99;1;26.08.2021;4.09.2021;9
;1.830;;;0;;0;10;;;;;3;1;;173;173;;;;;99;0;28.06.2021;31.08.2021;64
;317;;;0;;0;15;;;;;1;1;420;24;24;;;;;99;0;26.08.2021;31.08.2021;5
;182;;;0;;0;45;;;;;0;19;;136;136;17;3;1;13;99;0;5.11.2021;1.04.2022;147
;935;;;0;;0;30;;;0;;1;1;;24;24;;;;;99;0;26.08.2021;2.09.2021;7
;317;;;0;;0;2060;;;;;0;19;;54;54;17;3;1;13;99;0;28.03.2022;8.04.2022;11
;317;;;0;;0;600;;;;;1;19;;159;159;17;3;1;13;99;0;28.07.2021;8.09.2021;42
;1.736;;;0;;0;50;;;0;;1;1;;24;24;;;;;99;0;24.03.2022;19.04.2022;26
;317;;;0;;0;1;;;0;;3;19;;0;0;;;;;99;0;16.07.2021;1.09.2021;47
;317;;;0;;0;11000;;;0;;0;;;58;58;17;3;1;13;99;1;25.03.2022;2.04.2022;8
;317;;;0;;0;5613;;;0;;1;1;;49;48;1;3;5;7;99;1;24.03.2022;5.04.2022;12
65;12;36;16;1;;25;0;;;;ENZİM, SİLİKON;1;;330;504;504;44;2;1;126;99;0;3.11.2021;18.11.2021;15
;317;;;0;;0;13900;;;0;;3;2;110;48;47;;;;;99;1;26.08.2021;16.09.2021;21
;317;;;0;;0;13467;;;;;1;1;;49;48;1;3;5;7;99;1;24.03.2022;8.04.2022;15
;628;;;0;;0;616;;;0;;3;;;29;29;38;3;1;78;99;1;25.03.2022;1.04.2022;7
;317;;;0;;0;384;;;0;;3;2;140;48;47;;;;;99;0;3.09.2021;14.10.2021;41
;3.039;;6;1;;0;2109;;;;;1;;;5;5;2;3;8;8;99;0;2.09.2021;15.09.2021;13
;317;;;0;;0;1953;;;;;1;19;;209;209;;;;;99;0;25.03.2022;21.04.2022;27
;317;;;0;;0;10;;;0;;3;19;;203;203;;;;;99;0;27.08.2021;10.09.2021;14
;317;;;0;;0;10;;;;;1;19;330;137;137;;;;;99;0;31.08.2021;8.09.2021;8
;317;;;0;;0;10;;;;;3;19;;203;203;;;;;99;0;27.08.2021;10.09.2021;14
;317;;;0;;0;200;;;;;1;19;;159;159;17;3;1;13;99;0;28.07.2021;6.09.2021;40
;690;;;0;;0;15;;;;;3;1;;24;24;;;;;99;0;6.09.2021;7.09.2021;1
;317;;;0;;0;50;;;;;1;19;330;136;136;;;;;99;1;24.08.2021;14.09.2021;21
;317;;;0;;0;4024;;;0;;6;;;32;32;14;3;9;41;99;0;24.03.2022;31.03.2022;7
63;22;33;;0;;20;0;;;0;KENAR KESME KOLA, SİLİKON;1;;180;500;500;47;2;9;126;99;0;25.03.2022;29.03.2022;4
;148;;;0;;0;10;;;;;3;19;;203;203;;;;;99;0;7.09.2021;10.09.2021;3
;317;;;0;;0;2322;;;;;1;;;201;32;14;3;3;41;99;1;26.08.2021;2.09.2021;7
;317;;;0;;0;20;;;0;;1;19;365;203;203;;;;;99;0;7.09.2021;15.09.2021;8
;317;;;0;;0;20;;;;;1;19;365;203;203;;;;;99;0;7.09.2021;15.09.2021;8
;317;;;0;;0;20;;;;;1;19;365;203;203;;;;;99;0;7.09.2021;15.09.2021;8
;317;;;0;;0;261;;;0;;3;;;15;15;38;3;1;78;99;0;6.09.2021;11.09.2021;5
;3.039;;;0;;0;500;;;;;1;2;;84;84;17;3;1;13;99;1;2.09.2021;18.09.2021;16
;317;;;0;;0;347;;;;;3;2;;153;153;;;;;99;0;15.09.2021;3.03.2022;169
;317;;;0;;0;15;;;;;1;2;;84;84;17;3;1;13;99;0;6.08.2021;6.09.2021;31
;1.874;;;0;;0;10;;;;;3;19;;136;136;;;;;99;0;9.08.2021;10.09.2021;32
;317;;;0;;0;15;;;;;1;2;;84;84;17;3;1;13;99;0;6.08.2021;6.09.2021;31
;931;;;0;;0;7;;;0;;0;19;;159;159;17;3;1;13;99;0;7.09.2021;14.09.2021;7
63;12;36;16;1;;43;0;;;;ENZİM, SİLİKON;1;;;504;504;44;2;6;126;99;0;8.09.2021;15.09.2021;7
81;23;33;;0;;23;0;;;0;ENZİM, SİLİKON;6;;300;500;500;44;2;9;126;99;0;7.09.2021;10.09.2021;3
63;20;33;16;1;;5;0;;;;SİLİKON;1;;;504;504;47;2;9;126;99;0;25.03.2022;28.03.2022;3
65;12;36;16;1;;13;0;;;;ENZİM, SİLİKON;6;;420;500;500;44;2;9;126;99;0;7.09.2021;10.09.2021;3
;317;;;0;;0;10;;;;;1;19;330;137;137;;;;;99;0;31.08.2021;8.09.2021;8
;317;;;0;;0;18;;;0;;3;19;;203;203;;;;;99;0;8.09.2021;22.09.2021;14
;2.567;;;0;;0;10;;;;;3;19;;203;203;;;;;99;0;3.09.2021;10.09.2021;7
81;23;36;;0;28;25;0;;;;ENZİM, SİLİKON;6;;320;500;500;44;2;9;126;99;0;7.09.2021;10.09.2021;3
;1.777;;;0;;0;350;;;;;0;1;;189;189;17;3;1;13;99;0;6.09.2021;9.09.2021;3
;317;;;0;;0;18;;;;;3;19;;203;203;;;;;99;0;8.09.2021;17.09.2021;9
;1.777;;;0;;0;10;;;;;3;19;;137;137;;;;;99;0;17.06.2021;10.09.2021;85
;317;;;0;;0;25;;;0;;3;19;;203;203;;;;;99;0;26.08.2021;11.09.2021;16
;317;;;0;;0;15;;;0;;3;19;;203;203;;;;;99;0;26.08.2021;2.09.2021;7
;317;;;0;;0;56000;;;;;3;2;70;48;47;;;;;99;1;27.03.2022;22.04.2022;26
;317;;;0;;0;460;;;;;3;19;;137;137;;;;;99;1;30.10.2021;26.03.2022;147
;317;;;0;;0;19;;;;;3;19;;203;203;;;;;99;0;8.09.2021;17.09.2021;9
;317;;;0;;0;35850;;;0;;3;;;29;29;38;3;1;78;99;1;8.09.2021;5.10.2021;27
;317;;;0;;0;100;;;;;1;19;;159;159;17;3;1;13;99;0;28.07.2021;6.09.2021;40
;317;;;0;;0;100;;;;;1;19;;159;159;17;3;1;13;99;0;28.07.2021;2.09.2021;36
;317;;;0;;0;10;;;;;1;1;210;173;173;;;;;99;0;21.03.2022;30.03.2022;9
;317;;;0;;0;100;;;;;1;19;;159;159;17;3;1;13;99;0;28.07.2021;6.09.2021;40
63;22;15;;0;;32;0;;;0;ENZİM, SİLİKON;0;;145;504;504;17;2;1;126;99;0;25.03.2022;1.04.2022;7
63;22;36;;0;;2480;0;;;;AZ ENZİM, HİDROFİL SİLİKON;1;;145;500;500;44;2;6;126;99;0;3.09.2021;15.09.2021;12
;317;;;0;;0;44800;;;;;3;2;70;48;47;;;;;99;1;25.03.2022;14.04.2022;20
;317;;;0;;0;15;;;0;;3;19;;203;203;;;;;99;0;18.04.2022;27.04.2022;9
73;6;36;16;1;;90;0;;;;ENZİM, SİLİKON;1;;250;502;502;44;2;1;126;99;0;3.11.2021;15.11.2021;12
;317;;;0;;0;100;;;;;1;19;;159;159;17;3;1;13;99;0;28.07.2021;2.09.2021;36
;317;;;0;;0;1650;;;0;;1;;;4;4;1;3;1;7;99;1;2.11.2021;17.11.2021;15
;216;;;0;;0;967;;;0;;1;;;4;4;1;3;8;7;99;1;28.03.2022;8.04.2022;11
;317;;;0;;0;1050;;;0;;3;19;;203;203;;;;;99;0;10.09.2021;20.09.2021;10
;317;;;0;;0;6730;;;0;;0;19;;54;54;17;3;1;13;99;1;28.03.2022;20.04.2022;23
;317;;;0;;0;100;;;;;1;19;;159;159;17;3;1;13;99;0;28.07.2021;7.09.2021;41
63;12;7;16;1;;180;0;;;0;ENZİM, KENAR KESME, SİLİKON;6;;230;504;504;44;2;9;126;99;1;25.03.2022;7.04.2022;13
;317;;;0;;0;100;;;;;1;19;;159;159;17;3;1;13;99;0;28.07.2021;6.09.2021;40
;317;;;0;;0;100;;;;;1;19;;159;159;17;3;1;13;99;0;28.07.2021;6.09.2021;40
;3.081;;;0;;65;0;;;;ENZİM, SİLİKON;6;;;526;526;44;2;9;126;99;0;25.03.2022;6.04.2022;12
;317;;;0;;0;3500;;;0;;3;;275;126;126;38;3;1;78;99;1;25.03.2022;31.03.2022;6
143;23;33;;0;;1200;0;;;;ENZİM, SİLİKON;1;;260;504;504;47;2;9;126;99;0;5.11.2021;8.11.2021;3
;317;;;0;;0;100;;;;;1;19;;159;159;17;3;1;13;99;0;28.07.2021;7.09.2021;41
;317;;;0;;0;50;;;0;;1;19;145;136;136;;;;;99;0;6.09.2021;16.09.2021;10
;1.089;;;0;;0;140;;;0;;1;19;;209;209;;;;;99;0;3.09.2021;16.09.2021;13
65;12;36;16;1;;35;0;;;;ENZİM, SİLİKON;1;;330;504;504;44;2;1;126;99;0;3.11.2021;12.11.2021;9
;317;;;0;;0;3790;;;;;0;19;;54;54;17;3;1;13;99;0;28.03.2022;9.04.2022;12
;317;;;0;;0;100;;;;;1;19;;159;159;17;3;1;13;99;0;28.07.2021;7.09.2021;41
;317;;;0;;0;100;;;;;1;19;;159;159;17;3;1;13;99;0;28.07.2021;7.09.2021;41
;317;;;0;;0;100;;;;;1;19;;159;159;17;3;1;13;99;0;28.07.2021;7.09.2021;41
98;12;36;13;1;;15;0;;;0;ENZİM, KENAR KESME, SİLİKON;6;;195;502;502;44;2;9;126;99;0;25.03.2022;6.04.2022;12
;317;;;0;;0;40;;;0;;1;;;139;139;1;3;1;7;99;0;26.08.2021;2.09.2021;7
;317;;;0;;0;3820;;;;;0;19;;54;54;17;3;1;13;99;0;28.03.2022;15.04.2022;18
;317;;;0;;0;4039;;;0;;3;;285;15;15;38;3;1;78;99;0;26.08.2021;13.09.2021;18
;317;;;0;;0;174;;;0;;3;;;15;15;38;3;1;78;99;1;3.09.2021;8.09.2021;5
;317;;;0;;0;100;;;0;;0;;200;149;149;17;3;1;13;99;0;20.08.2021;3.09.2021;14
;317;;;0;;0;9838;;;;;3;;320;9;9;38;3;1;78;99;1;26.08.2021;3.09.2021;8
;317;;;0;;0;960;;;;;1;;;2;2;;;;;99;0;23.08.2021;25.08.2021;2
;317;;;0;;0;800;;;;;1;;;2;2;1;3;9;7;99;1;13.08.2021;4.09.2021;22
;40;;;0;;0;20;;;;;3;10;;24;24;;;;;99;0;13.09.2021;15.09.2021;2
63;22;67;2;1;;429;0;;;;ENZİM, HİDROFİL SİLİKON, KENAR KESME KOLA;0;;190;502;502;17;2;1;126;99;0;3.09.2021;14.09.2021;11
;145;;;0;;0;20;;;0;;0;1;;24;24;17;3;1;13;99;0;13.09.2021;15.09.2021;2
;317;;;0;;0;1296;;;0;;3;19;;203;203;;;;;99;0;26.08.2021;11.09.2021;16
;317;;;0;;0;15;;;;;1;19;120;159;159;17;3;1;13;99;0;16.08.2021;2.09.2021;17
;1.778;;;0;;0;2750;;;0;;1;;;277;277;1;3;3;7;99;1;10.09.2021;22.09.2021;12
;317;;;0;;0;2000;;;;;0;19;;54;54;17;3;1;13;99;1;28.03.2022;7.04.2022;10
;317;;;0;;0;20600;;;0;;3;1;;196;196;;;;;99;0;26.08.2021;2.09.2021;7
;317;;;0;;0;7;;;0;;1;4;;41;41;;;;;99;0;26.08.2021;28.08.2021;2
;317;;;0;;0;10;;;0;;3;;;16;16;;;;;99;0;28.03.2022;4.04.2022;7
;317;;;0;;0;6;;;;;1;4;;41;41;;;;;99;0;26.08.2021;28.08.2021;2
63;22;77;;0;;90;0;;;0;KENAR KESME KOLA, SİLİKON;1;;145;504;504;44;2;4;126;99;0;25.03.2022;11.04.2022;17
;28;;;0;;0;15;;;0;;3;1;;165;165;;;;;99;0;13.09.2021;14.09.2021;1
;317;;;0;;0;8;;;0;;0;19;;203;203;;;;;99;0;26.08.2021;15.09.2021;20
;188;;;0;;0;1150;;;;;6;;;1;1;1;3;9;7;99;0;2.09.2021;9.09.2021;7
;317;;;0;;0;20;;;0;;3;19;;203;203;;;;;99;0;8.09.2021;15.09.2021;7
;1.777;;;0;;0;1;;;0;;3;19;;137;137;;;;;99;0;17.06.2021;11.09.2021;86
;317;;;0;;0;20;;;0;;3;2;;153;153;;;;;99;0;7.07.2021;2.09.2021;57
;3.039;;;0;;0;500;;;;;1;2;;84;84;17;3;1;13;99;0;2.09.2021;16.09.2021;14
;3.039;;;0;;0;1000;;;;;1;2;;84;84;17;3;1;13;99;1;2.09.2021;17.09.2021;15
;3.039;;;0;;0;1000;;;;;1;2;;84;84;17;3;1;13;99;0;2.09.2021;14.09.2021;12
;3.039;;;0;;0;500;;;;;1;2;;84;84;17;3;1;13;99;0;2.09.2021;14.09.2021;12
;1.777;;;0;;0;1;;;;;3;19;;137;137;;;;;99;0;17.06.2021;11.09.2021;86
;3.039;;;0;;0;500;;;;;1;2;;84;84;17;3;1;13;99;0;2.09.2021;16.09.2021;14
;317;;;0;;0;10;;;0;;1;1;;24;24;;;;;99;0;27.08.2021;2.09.2021;6
;317;;;0;;0;10;;;;;1;2;;191;191;;;;;99;0;27.08.2021;2.09.2021;6
;3.039;;;0;;0;500;;;;;1;2;;84;84;17;3;1;13;99;0;2.09.2021;14.09.2021;12
;317;;;0;;0;10;;;;;1;1;;24;24;;;;;99;0;27.08.2021;2.09.2021;6
;3.039;;;0;;0;5;;;;;1;19;;159;159;17;3;1;13;99;0;13.04.2021;9.09.2021;149
;317;;;0;;0;10;;;;;1;1;;24;24;;;;;99;0;27.08.2021;3.09.2021;7
63;22;77;;0;;157;0;;;;KENAR KESME KOLA, SİLİKON;1;;145;504;504;44;2;8;126;99;0;25.03.2022;30.03.2022;5
;3.039;;;0;;0;1000;;;;;1;2;;84;84;17;3;1;13;99;1;2.09.2021;16.09.2021;14
;317;;;0;;0;10;;;;;1;1;;24;24;;;;;99;0;27.08.2021;3.09.2021;7
;317;;;0;;0;10;;;0;;1;2;;191;191;;;;;99;0;27.08.2021;2.09.2021;6
;317;;;0;;0;3685;;;;;0;19;;54;54;17;3;1;13;99;1;29.03.2022;19.04.2022;21
;317;;;0;;0;10;;;;;1;1;;24;24;;;;;99;0;27.08.2021;3.09.2021;7
;317;;;0;;0;10;;;;;1;1;;24;24;;;;;99;0;27.08.2021;3.09.2021;7
;3.039;;;0;;0;1000;;;;;1;2;;84;84;17;3;1;13;99;0;2.09.2021;15.09.2021;13
;317;;;0;;0;10;;;;;1;1;;24;24;;;;;99;0;27.08.2021;2.09.2021;6
;3.039;;;0;;0;500;;;;;1;2;;84;84;17;3;1;13;99;0;2.09.2021;16.09.2021;14
;317;;;0;;0;10;;;;;1;1;;24;24;;;;;99;0;27.08.2021;2.09.2021;6
;1.777;;;0;;0;1;;;;;3;19;;137;137;;;;;99;0;17.06.2021;11.09.2021;86
;317;;;0;;0;7450;;;0;;3;;;151;151;38;3;1;78;99;0;2.09.2021;14.09.2021;12
;1.769;;;0;;0;15;;;;;0;;;58;58;17;3;1;13;99;0;18.08.2021;1.09.2021;14
;3.039;;;0;;0;500;;;;;1;2;;84;84;17;3;1;13;99;0;2.09.2021;16.09.2021;14
;317;;;0;;0;4692;;;;;0;;200;149;149;17;3;1;13;99;0;20.08.2021;10.09.2021;21
;317;;;0;;0;4918;;;;;1;1;220;94;94;8;3;1;10;99;0;27.08.2021;11.09.2021;15
;317;;;0;;0;22654;;;;;1;;200;199;149;14;3;4;41;99;0;20.08.2021;8.09.2021;19
;317;;;0;;0;86;;;0;;3;;270;151;151;38;3;1;78;99;0;9.09.2021;15.09.2021;6
;317;;;0;;0;800;;;;;0;19;;54;54;17;3;1;13;99;0;28.03.2022;10.04.2022;13
;213;;;0;;0;2773;;;0;;3;19;;137;137;;;;;99;0;2.09.2021;17.09.2021;15
;317;;;0;;0;33;;;0;;3;;303;13;13;38;3;1;78;99;0;2.09.2021;7.09.2021;5
;317;;;0;;0;10;;;;;3;1;;196;196;;;;;99;0;12.07.2021;10.09.2021;60
;1.830;;;0;;0;4760;;;0;;3;19;;137;137;;;;;99;1;2.09.2021;14.10.2021;42
;317;;;0;;0;8200;;;0;;3;2;;48;47;;;;;99;1;6.09.2021;19.10.2021;43
;1.777;;;0;;0;15;;;;;3;19;;137;137;;;;;99;0;17.06.2021;15.09.2021;90
63;22;67;2;1;;1163;0;;;;ENZİM, HİDROFİL SİLİKON, KENAR KESME KOLA;6;;190;502;502;44;2;9;126;99;1;27.08.2021;14.09.2021;18
63;22;67;2;1;;1073;0;;;;ENZİM, HİDROFİL SİLİKON, KENAR KESME KOLA;6;;190;502;502;44;2;8;126;99;0;27.08.2021;13.09.2021;17
63;22;67;2;1;;922;0;;;;ENZİM, HİDROFİL SİLİKON, KENAR KESME KOLA;6;;190;502;502;44;2;9;126;99;0;27.08.2021;15.09.2021;19
;317;;;0;;0;10;;;0;;3;19;;136;136;;;;;99;0;6.09.2021;19.09.2021;13
;317;;;0;;0;700;;;0;;1;;;277;277;1;3;5;7;99;0;2.09.2021;13.09.2021;11
;317;;;0;;0;11;;;0;;3;1;;24;24;;;;;99;0;27.08.2021;31.08.2021;4
;317;;;0;;0;10;;;;;3;1;;24;24;;;;;99;0;27.08.2021;31.08.2021;4
;317;;;0;;0;10;;;;;3;1;;24;24;;;;;99;0;27.08.2021;31.08.2021;4
;317;;;0;;0;12;;;0;;3;19;;203;203;;;;;99;0;27.08.2021;3.09.2021;7
;317;;;0;;0;88;;;;;3;19;;203;203;;;;;99;0;27.08.2021;1.09.2021;5
;317;;;0;;0;6097;;;0;;2;;235;110;111;;;;;99;0;8.09.2021;15.09.2021;7
;39;;;0;;0;100;;;0;;3;;;151;151;38;3;1;78;99;0;27.08.2021;4.09.2021;8
;317;;;0;;0;56;;;0;;1;19;;203;203;;;;;99;0;27.08.2021;15.09.2021;19
;317;;;0;;0;39;;;;;1;19;;203;203;;;;;99;0;27.08.2021;16.09.2021;20
63;22;36;;0;;140;0;;;0;ENZİM, KENAR KESME KOLA, SİLİKON;1;;160;504;504;44;2;3;126;99;0;26.03.2022;5.04.2022;10
;317;;;0;;0;1750;;;;;0;19;;54;54;17;3;1;13;99;0;1.04.2022;21.04.2022;20
;28;;;0;;0;18;;;0;;3;19;;203;203;;;;;99;0;27.08.2021;31.08.2021;4
;317;;;0;;0;6500;;;;;1;;;1;1;1;3;5;7;99;0;27.08.2021;13.09.2021;17
;145;;;0;;0;80;;;;;1;;;80;80;1;3;8;7;99;0;3.09.2021;9.09.2021;6
;2.174;;;0;;0;1;;;;;3;19;;203;203;;;;;99;0;27.08.2021;3.09.2021;7
;317;;;0;;0;50;;;0;;1;;;1;1;1;3;8;7;99;0;8.09.2021;14.09.2021;6
;2.174;;;0;;0;1;;;;;3;19;;203;203;;;;;99;0;27.08.2021;3.09.2021;7
;317;;;0;;0;70;;;0;;1;1;;94;94;9;3;1;10;99;0;15.04.2021;8.09.2021;146
;2.174;;;0;;0;1;;;;;3;19;;203;203;;;;;99;0;27.08.2021;3.09.2021;7
;3.039;;6;1;;0;1653;;;0;;1;;;5;5;2;3;5;8;99;0;27.08.2021;8.09.2021;12
;3.039;;6;1;;0;1652;;;;;1;;;5;5;2;3;1;8;99;0;27.08.2021;14.09.2021;18
63;20;36;16;1;;13;0;;;;ENZİM, SİLİKON;1;;250;504;504;44;2;3;126;99;0;26.03.2022;5.04.2022;10
;317;;;0;;0;1050;;;0;;1;;385;277;277;1;3;6;7;99;0;27.08.2021;4.09.2021;8
;317;;;0;;0;4750;;;;;0;19;;54;54;17;3;1;13;99;1;1.04.2022;21.04.2022;20
;317;;;0;;0;51;;;;;1;;;13;13;38;3;1;78;99;0;8.09.2021;14.09.2021;6
;317;;;0;;0;10;;;;;3;19;;136;136;;;;;99;0;6.09.2021;19.09.2021;13
;317;;6;1;;0;2;;;;;0;19;;203;203;17;3;1;13;99;0;10.08.2021;3.09.2021;24
;317;;;0;;0;912;;;;;3;19;;137;137;;;;;99;0;8.09.2021;14.09.2021;6
;317;;;0;;0;50;;;;;3;;;15;15;38;3;1;78;99;0;25.08.2021;2.09.2021;8
;28;;;0;;0;349;;;0;;3;;;11;11;38;3;1;78;99;0;27.08.2021;3.09.2021;7
;317;;;0;;0;120;;;0;;3;;;151;151;38;3;1;78;99;1;27.08.2021;24.09.2021;28
63;22;36;;0;;140;0;;;;ENZİM, KENAR KESME KOLA, SİLİKON;1;;160;504;504;44;2;9;126;99;0;26.03.2022;5.04.2022;10
;317;;;0;;0;55;;;0;;1;19;;203;203;;;;;99;0;27.08.2021;15.09.2021;19
;1.777;;;0;;0;15;;;0;;3;1;;173;173;;;;;99;0;6.06.2021;14.09.2021;100
;1.830;;;0;;0;4250;;;;;3;;;11;11;38;3;1;78;99;0;8.09.2021;15.09.2021;7
;1.777;;;0;;0;10700;;;;;3;;;11;11;38;3;1;78;99;1;27.08.2021;6.09.2021;10
63;20;36;16;1;;13;0;;;;ENZİM, SİLİKON;1;;250;504;504;44;2;9;126;99;0;26.03.2022;5.04.2022;10
63;22;67;2;1;;272;0;;;;ENZİM, HİDROFİL SİLİKON, KENAR KESME KOLA;0;;190;502;502;17;2;1;126;99;0;3.09.2021;14.09.2021;11
;3.039;;;0;;0;10;;;;;1;1;;40;40;;;;;99;0;21.08.2021;7.09.2021;17
;690;;;0;;0;5300;;;;;3;;;11;11;38;3;1;78;99;0;27.08.2021;7.09.2021;11
;317;;;0;;0;7199;;;0;;3;;;13;13;38;3;1;78;99;0;27.08.2021;6.09.2021;10
63;22;67;2;1;;340;0;;;;ENZİM, HİDROFİL SİLİKON, KENAR KESME KOLA;0;;190;502;502;17;2;1;126;99;0;3.09.2021;14.09.2021;11
;1.644;;;0;;0;1170;;;0;;3;;;15;15;38;3;1;78;99;0;27.08.2021;8.09.2021;12
;1.644;;;0;;0;1900;;;;;1;;;2;2;1;3;8;7;99;0;27.08.2021;22.09.2021;26
143;23;33;;0;;100;0;;;0;;1;;260;504;504;47;2;9;126;99;0;15.09.2021;18.09.2021;3
63;22;36;;0;;140;0;;;;ENZİM, KENAR KESME KOLA, SİLİKON;1;;160;504;504;44;2;4;126;99;0;26.03.2022;5.04.2022;10
;1.644;;;0;;0;1170;;;;;1;;;2;2;1;3;1;7;99;1;27.08.2021;27.09.2021;31
63;22;67;2;1;;1010;0;;;;ENZİM, HİDROFİL SİLİKON, KENAR KESME KOLA;1;;190;502;502;44;2;8;126;99;0;3.09.2021;14.09.2021;11
63;20;36;16;1;;14;0;;;;ENZİM, SİLİKON;1;;250;504;504;44;2;4;126;99;0;26.03.2022;5.04.2022;10
65;12;71;15;1;;8;0;;;;;1;;320;504;504;47;2;9;126;99;0;15.09.2021;18.09.2021;3
;317;;;0;;0;2800;;;;;0;19;;54;54;17;3;1;13;99;1;29.03.2022;21.04.2022;23
;317;;;0;;0;9997;;;;;1;19;300;136;136;;;;;99;0;27.08.2021;15.09.2021;19
63;22;67;2;1;;889;0;;;;ENZİM, HİDROFİL SİLİKON, KENAR KESME KOLA;1;;190;502;502;44;2;8;126;99;0;3.09.2021;13.09.2021;10
;1.830;;;0;;0;10;;;0;;3;2;;191;191;;;;;99;0;8.09.2021;17.09.2021;9
;1.830;;;0;;0;3959;;;;;3;19;;137;137;;;;;99;0;8.09.2021;15.09.2021;7
;187;;;0;;0;7;;;0;;3;19;;137;137;;;;;99;0;30.07.2021;13.11.2021;106
;317;;;0;;0;1750;;;;;1;;260;1;1;1;3;6;7;99;0;27.08.2021;7.09.2021;11
;317;;;0;;0;1150;;;0;;1;;;4;4;1;3;5;7;99;1;25.03.2022;4.04.2022;10
;317;;;0;;0;2764;;;;;1;;260;32;32;14;3;9;41;99;0;27.08.2021;8.09.2021;12
;933;;;0;;0;10;;;0;;1;4;;41;41;;;;;99;0;2.09.2021;4.09.2021;2
